lon rpoH mopA htpG rpoE_rseABC ibpAB ecfABC ecfH fkpA crp araE xprB_dsbC_recJ lpxDA_fabZ ppiA dnaA ptsHI_crr cirA cyaA speC araBAD clpP nagBACD araJ nupG ecfK fur yhfA srlAEBD_gutM_srlR_gutQ fucPIKUR mopB mglBAC malK_lamB_malM uppS_cdsA_ecfE fecIR sodA tnaLAB deoCABD fepB glgS htrA acs ebgAC araC ansB fnr himA cytR narK gntKU ivbL_ilvBN icdA hflB arcA fhuACDB frdABCD ecfD malEFG narL appY dcuB_fumB focA_pflB ecfG melAB tdcABCDEFG gltA fixABCX hypABCDE fucAO nuoABCEFGHIJKLMN aceBAK caiTABCDE malT nrfABCDEFG tsx gntT cydAB manXYZ appCBA ompC yjdHG cpxAR htpY malI dnaKJ malS grpE deoR pspABCDE sdhCDAB_b0725_sucABCD dmsABC ostA_surA_pdxA FruR marRAB cyoABCDE tonB soxS nfo rpoD uhpT caiF
0.35823218 0.18888660 0.38188489 0.45748911 0.52745243 0.43813716 0.75875301 0.83100073 0.73043473 0.44892384 0.39763640 0.73415562 0.69511954 0.18506390 0.18233812 0.17854125 0.47872510 0.39163006 0.23100649 0.71452958 0.50118296 0.51670196 0.66827567 0.12987111 0.77574113 0.39243618 0.71485199 0.33887255 0.78832333 0.40758026 0.67271179 0.73475624 0.72628355 0.70966024 0.08384047 0.67237303 0.18484939 0.41501273 0.73917520 0.67753975 0.80579150 0.58689324 0.48227318 0.73392500 0.55107616 0.52745243 0.44132899 0.68757048 0.67978024 0.61563071 0.15048754 0.36637262 0.82192110 0.31830182 0.53000805 0.79338341 0.69236569 0.33296949 0.92606571 0.31929615 0.43572572 0.71650160 0.63485233 0.78859482 0.33355699 0.61921079 0.75776984 0.78932005 0.09752105 0.13296625 0.24871511 0.59961510 0.56293639 0.10225384 0.68974452 0.46533071 0.30257243 0.94610363 0.26868055 0.47254757 0.44132899 0.35111765 0.32900693 0.38330536 0.72605216 0.41141354 0.55867101 0.69716055 0.17959522 0.70859769 0.80377149 0.60229596 0.52745243 0.12207016 0.42408014 0.25827231 0.58236821 0.82384583 0.72992026 0.38233040
0.3706197475 0.1972177930 0.3945874761 0.4707910896 0.6206558114 0.4513445794 0.8217526900 0.8781630027 0.7988692025 0.7215079860 0.4358565686 0.8601240209 0.7696925789 0.0620013890 0.0006932504 0.0772610352 0.6074639149 0.1683398095 0.0863049002 0.8552617757 0.5145504141 0.5877241531 0.8243572501 0.1188035510 0.8352677959 0.4544503806 0.8885525843 0.3857938956 0.9125760561 0.4205560266 0.8673178563 0.8967577204 0.7954768004 0.6637030268 0.1004337302 0.8671407389 0.1440854082 0.3548794153 0.9001291099 0.8277030253 0.7766003226 0.8187810403 0.6267814136 0.6976883674 0.2784920139 0.6206558114 0.7413442418 0.6955337484 0.8709895830 0.8358978453 0.2864888855 0.3788755017 0.5920493766 0.2658140640 0.3319919510 0.8491374183 0.8764518514 0.6243966399 0.7975085581 0.1557955330 0.2987679489 0.7874440981 0.8468445851 0.7907738768 0.5081087709 0.6427502187 0.6623541269 0.9153602874 0.1740549406 0.1578563162 0.2306502699 0.8264731994 0.8109392774 0.0817592705 0.8760883608 0.5336487951 0.4196175500 0.8492930102 0.2004090550 0.3793441886 0.7413442418 0.3633985041 0.2594235082 0.3960249211 0.8908448895 0.4244239156 0.2586557581 0.7713985231 0.3569924446 0.4148053455 0.8572269886 0.7548971683 0.6206558114 0.2888778491 0.3634492799 0.3606743908 0.6776124481 0.8726989958 0.8957800989 0.2577524393
0.05737827 0.02476577 0.06312047 0.08421495 0.27845431 0.07837164 0.52093603 0.62964037 0.48369762 0.93968033 0.44818820 0.75528788 0.44080444 0.01211013 0.91282758 0.20487554 0.68557438 0.03256641 0.01546582 0.92955993 0.09874724 0.62102444 0.91274884 0.12837129 0.54462020 0.48495487 0.97956715 0.40841790 0.98344199 0.06978922 0.97518933 0.98108053 0.47845980 0.64108398 0.12189799 0.97515213 0.13032554 0.32735653 0.98188281 0.72621886 0.59314676 0.96449851 0.71563810 0.56172070 0.06031984 0.27845431 0.92203566 0.22976770 0.97595907 0.96838332 0.28640054 0.05931399 0.19442958 0.24260109 0.51058119 0.57037414 0.97698700 0.06158970 0.39576812 0.19199636 0.42919833 0.46632904 0.97080108 0.64398185 0.79507851 0.83635696 0.33278932 0.98423236 0.10933902 0.28600599 0.46798841 0.96625999 0.14482007 0.08056152 0.97701868 0.36621239 0.50263587 0.50392679 0.51517901 0.72154569 0.92203566 0.05571997 0.21589595 0.06347701 0.97969691 0.07082539 0.07796429 0.44318419 0.73316560 0.19182209 0.58612600 0.22019143 0.27845431 0.68495223 0.33560752 0.15755759 0.38568324 0.61788055 0.98101866 0.50524423
0.169665811 0.078549986 0.184446467 0.235878965 0.862997811 0.222064096 0.946665149 0.965217198 0.938619653 0.984999057 0.449723510 0.792575565 0.927885887 0.052695508 0.800893068 0.291935385 0.699809549 0.007923253 0.003713094 0.942309365 0.268898077 0.626464445 0.928396976 0.068023578 0.951270389 0.490033998 0.995075942 0.412155957 0.995986438 0.201180928 0.994000369 0.995439734 0.937399724 0.637317050 0.204657056 0.993991178 0.095001375 0.322895924 0.995641297 0.745044693 0.505456230 0.991342482 0.732003265 0.513621485 0.015001364 0.862997811 0.366753728 0.526259303 0.994189223 0.992313540 0.173168800 0.174687643 0.054161517 0.238885218 0.110534374 0.955889027 0.994437698 0.637991718 0.134499190 0.034137723 0.207238601 0.934482162 0.992914697 0.746841245 0.935301773 0.669374390 0.500548152 0.996189482 0.291506303 0.770001885 0.189119250 0.991783785 0.819731734 0.043133675 0.994450072 0.147003197 0.518881962 0.205495113 0.061121501 0.137002158 0.366753728 0.165331459 0.207873762 0.185352761 0.995093533 0.203740627 0.633246272 0.928528828 0.916962555 0.033870797 0.958534030 0.063219958 0.862997811 0.898530957 0.331089821 0.880079610 0.939829739 0.963494789 0.995430103 0.200548608
0.11503825 0.05144163 0.12578085 0.16414711 0.48647863 0.15368842 0.72747239 0.80670138 0.69694884 0.68537419 0.43270713 0.85786943 0.65929347 0.04981876 0.71356318 0.05667429 0.59271726 0.19402510 0.10099330 0.84035596 0.18961670 0.58070523 0.80716330 0.17746716 0.74592542 0.44814405 0.87019305 0.38107944 0.89880886 0.13809395 0.84606616 0.87972197 0.69249908 0.66837778 0.12731777 0.84586571 0.17988043 0.36073121 0.88342676 0.83596202 0.78858280 0.79162264 0.61014171 0.70945514 0.31462628 0.48647863 0.96594540 0.70360326 0.85022438 0.81071199 0.28764211 0.11867428 0.63316507 0.27081373 0.33878973 0.76520315 0.85653804 0.72482480 0.82407014 0.16942447 0.26835580 0.68203800 0.82298306 0.76979254 0.48093377 0.61665256 0.63497000 0.90172177 0.19830241 0.12197826 0.25835591 0.80018663 0.87173587 0.11980247 0.85600811 0.52819574 0.40502976 0.86966385 0.30210199 0.51352137 0.96594540 0.11191135 0.26754283 0.12644358 0.87318629 0.13999164 0.03405459 0.66145747 0.32476692 0.43027579 0.77660929 0.89822334 0.48647863 0.25728034 0.36936148 0.82023142 0.79944804 0.79876685 0.87844824 0.23676998
0.34863139 0.18253348 0.37201765 0.44708134 0.95424426 0.42782246 0.98326725 0.98923273 0.98063074 0.18260215 0.28422068 0.97508458 0.97706399 0.27515121 0.38509864 0.68476750 0.28913171 0.70126542 0.52277416 0.45774223 0.49068022 0.35780967 0.41121293 0.27670228 0.98476342 0.26548487 0.40739875 0.23874326 0.59193201 0.39747603 0.36047086 0.43822789 0.98022817 0.80366017 0.06569723 0.36011632 0.31534651 0.55904534 0.43730412 0.96700147 0.71436803 0.28036343 0.27153578 0.65572440 0.81739785 0.95424426 0.90253501 0.72216859 0.36794722 0.30517960 0.01844449 0.35667491 0.94391749 0.45486878 0.47019527 0.98625336 0.38525798 0.12094213 0.97857556 0.39052113 0.62766387 0.97926246 0.32284981 0.80566922 0.16176586 0.52327998 0.95234401 0.57819153 0.02604377 0.27255699 0.13995097 0.29112328 0.26198716 0.24711262 0.37874652 0.39499824 0.16681147 0.98449817 0.01928400 0.04575594 0.90253501 0.34160603 0.42269709 0.37342359 0.43495350 0.40127865 0.09746502 0.97727923 0.07133955 0.90326644 0.98710239 0.06180124 0.95424426 0.03861734 0.56820304 0.09060734 0.58273729 0.98868565 0.42566055 0.48396566
0.25446411 0.12464507 0.27419265 0.34021118 0.54307259 0.32286772 0.77006050 0.83963763 0.74261936 0.35206734 0.37088327 0.62393163 0.70826289 0.28198122 0.73224721 0.18944522 0.42019703 0.49112069 0.31051940 0.64191848 0.38056133 0.47571750 0.59251904 0.14410047 0.78647693 0.35829690 0.62577241 0.31250030 0.72900707 0.29611321 0.57823470 0.65054439 0.73858867 0.73494811 0.11832751 0.57785951 0.21524443 0.45076000 0.65401609 0.56186394 0.78754861 0.48655133 0.41688078 0.71964545 0.64793266 0.54307259 0.23941404 0.57032968 0.58608847 0.51651873 0.13853088 0.26120628 0.87373147 0.35071302 0.77309472 0.80348787 0.60126912 0.04605553 0.94944007 0.48610267 0.69905482 0.72908243 0.53696892 0.78352189 0.27559749 0.68150841 0.79589836 0.72693012 0.02242336 0.12279479 0.26852667 0.49972927 0.11077149 0.11945837 0.59724041 0.43816126 0.25639916 0.96326756 0.25652186 0.45692741 0.23941404 0.24861208 0.35939714 0.27539101 0.64252363 0.29942801 0.76058596 0.71025259 0.13716343 0.85710225 0.81348766 0.66322972 0.54307259 0.08655302 0.45999430 0.95718421 0.85670328 0.83277482 0.64319843 0.63110217
0.29710611 0.14990678 0.31872729 0.38971118 0.38983593 0.37126422 0.64289071 0.73784814 0.60799859 0.27467007 0.33982364 0.68915804 0.56617005 0.28468996 0.31808664 0.28362166 0.36604627 0.58068129 0.39255131 0.56947546 0.43208743 0.43174613 0.51955548 0.16434111 0.66442984 0.32282445 0.53818323 0.28467677 0.67287431 0.34252798 0.48861175 0.56656886 0.60298676 0.76121546 0.12118676 0.48822740 0.23390563 0.49011570 0.56847939 0.62993381 0.76165085 0.39773792 0.35652595 0.69727946 0.72532993 0.38983593 0.46476107 0.74851470 0.49668175 0.42678201 0.10427560 0.30451661 0.90849934 0.38749636 0.48575920 0.68729839 0.51350564 0.52187775 0.96421544 0.36521108 0.33078504 0.59127817 0.44696384 0.73468884 0.22636000 0.47264144 0.75304030 0.66671295 0.11995773 0.11685532 0.22964432 0.41043325 0.73796914 0.14337541 0.50822130 0.41768248 0.21717471 0.97405631 0.39092991 0.61016407 0.46476107 0.29065574 0.38650414 0.32003447 0.56010721 0.34610688 0.53523893 0.56853850 0.10633458 0.74972071 0.70101020 0.49073608 0.38983593 0.06281922 0.49942313 0.81553279 0.75305019 0.72804013 0.55679921 0.28349107
0.12305012 0.05530108 0.13442724 0.17490322 0.59808700 0.16389358 0.80743602 0.86764748 0.78319996 0.86349046 0.44493676 0.79036840 0.75245460 0.05625857 0.94183220 0.03786739 0.66021741 0.07655699 0.03724630 0.90626483 0.20163915 0.61088036 0.88453270 0.08332371 0.82180126 0.47555718 0.95113865 0.40147978 0.96081550 0.14744401 0.94103763 0.95475588 0.77961536 0.64805311 0.14645374 0.94095222 0.11122764 0.33570022 0.95653205 0.74160667 0.68811507 0.91688401 0.68663487 0.62440735 0.13650952 0.59808700 0.52393235 0.54438774 0.94280384 0.92557694 0.46290952 0.12690308 0.37280767 0.24958609 0.33988260 0.83658292 0.94524701 0.41300910 0.61731340 0.13544067 0.32843130 0.77113900 0.93103483 0.75461915 0.65433826 0.71075323 0.55228952 0.96248598 0.19723530 0.18758597 0.26113598 0.92081476 0.64481694 0.05518558 0.94524260 0.50050766 0.47457932 0.70458622 0.21603778 0.40191300 0.52393235 0.11973491 0.23011853 0.13512849 0.95168252 0.14944791 0.47606765 0.75424732 0.54537445 0.27612349 0.84522301 0.84948533 0.59808700 0.48091368 0.34405394 0.71843859 0.81436857 0.86178600 0.95451539 0.30057286
0.11800627 0.05286686 0.12898564 0.16814143 0.21891839 0.15747619 0.44126102 0.55251446 0.40490429 0.31272887 0.35645035 0.62822827 0.36407127 0.24081318 0.81827306 0.15871132 0.39363908 0.53541735 0.34972137 0.60703351 0.19408688 0.45493147 0.55708359 0.16187231 0.46483762 0.34138823 0.58338738 0.29929215 0.70160554 0.14156167 0.53447094 0.61007487 0.39985889 0.74747059 0.07546196 0.53408819 0.22413778 0.46922637 0.61285131 0.57277938 0.77576334 0.44244730 0.38725378 0.70957936 0.68727130 0.21891839 0.54349523 0.46673371 0.54249486 0.47219646 0.14761907 0.12172322 0.89204386 0.36782561 0.89486917 0.49088573 0.55859197 0.01696849 0.95730888 0.60069667 0.66626646 0.38823749 0.49268003 0.68071707 0.25102166 0.67322199 0.63938196 0.69766886 0.01862869 0.06328963 0.42159123 0.45549040 0.04263904 0.13721633 0.55392739 0.42759759 0.23675675 0.96901931 0.59401145 0.78108142 0.54349523 0.11480916 0.37283116 0.12966275 0.60272101 0.14349908 0.45650477 0.36630813 0.12125121 0.88622748 0.50703311 0.81719056 0.21891839 0.07404982 0.47850939 0.19441581 0.37474869 0.54009447 0.60153031 0.66744388
0.41471922 0.22816429 0.43954713 0.51701848 0.86767936 0.49745740 0.94865750 0.96654129 0.94089429 0.27903650 0.34188376 0.85476730 0.93052858 0.27240774 0.29766373 0.13415867 0.36931704 0.57536158 0.38736294 0.57399779 0.56052355 0.43458233 0.52404183 0.16610772 0.95309995 0.32507918 0.54359924 0.28645841 0.67629202 0.46619609 0.49406259 0.57180173 0.93971667 0.75954607 0.09652883 0.49367809 0.23339458 0.48754318 0.57382145 0.81537321 0.76341450 0.40297384 0.36016447 0.69882468 0.72096350 0.86767936 0.50529071 0.86164576 0.50213421 0.43212594 0.15419839 0.42329663 0.90667081 0.38505571 0.33756421 0.95755227 0.51888526 0.57544236 0.96345527 0.25265606 0.34773541 0.93689953 0.45236105 0.82039121 0.22924035 0.46462276 0.90954504 0.67040943 0.08022832 0.11696353 0.13310599 0.41572093 0.77763943 0.14426246 0.51367116 0.41880437 0.21945282 0.97350256 0.05885607 0.13232064 0.50529071 0.40719465 0.38489990 0.44102905 0.56522492 0.47014315 0.49470929 0.93114951 0.10802673 0.73440069 0.96010154 0.96676755 0.86767936 0.06406762 0.49684935 0.67861336 0.88367298 0.96488213 0.56217450 0.26768210
